Company,Location,Industry,Laid_Off_Count,Percentage,Date,Source,Funds_Raised,Stage,Date_Added,Country,List_of_Employees_Laid_Off
Thimble,New York City,Finance,20,0.33,2022-07-05,https://coverager.com/layoffs-at-thimble/,28.0,Series A,2022-07-06 04:35:01,United States,Unknown
Syte,Tel Aviv,Retail,13,0.08,2022-07-05,https://www.themarker.com/technation/2022-07-04/ty-article/.premium/00000181-ca01-d0be-a5e9-ff132aa30000,71.0,Series C,2022-07-05 17:12:49,Israel,Unknown
Lightricks,Jerusalem,Consumer,80,0.12,2022-07-04,https://en.globes.co.il/en/article-app-developer-lightricks-lays-off-70-in-israel-1001417020,335.0,Series D,2022-07-04 15:36:25,Israel,Unknown
Chessable,London,Consumer,29,,2022-07-04,https://dotesports.com/chess/news/chessbase-lays-off-29-employees-citing-new-economic-reality,0.0,Acquired,2022-07-13 21:48:10,United Kingdom,Unknown
Sendle,Sydney,Logistics,27,0.12,2022-07-04,https://www.afr.com/technology/australia-post-disruptor-sendle-airtasker-lead-in-tech-jobs-losses-20220701-p5aydb,69.0,Series C,2022-07-04 15:29:38,Australia,Unknown
Lendis,Berlin,Other,18,0.15,2022-07-04,https://www.businessinsider.de/gruenderszene/news/news-ticker-lendis-2022-07/,90.0,Series A,2022-07-07 15:36:54,Germany,Unknown
Airtasker,Sydney,Consumer,,,2022-07-04,https://www.afr.com/technology/australia-post-disruptor-sendle-airtasker-lead-in-tech-jobs-losses-20220701-p5aydb,26.0,Series C,2022-07-04 15:32:04,Australia,Unknown
Gorillas,Berlin,Food,540,,2022-07-03,https://www.retailfood.it/index.php/2022/07/03/gorillas-flop-lascia-litalia/,1300.0,Series C,2022-07-06 04:23:35,Germany,Unknown
Celsius,New York City,Crypto,150,0.25,2022-07-03,https://www.calcalistech.com/ctechnews/article/syvuxha99,864.0,Series B,2022-07-04 15:15:12,United States,Unknown
LetsGetChecked,New York City,Healthcare,,,2022-07-02,https://www.businesspost.ie/tech/tech-unicorn-letsgetchecked-lays-off-staff-including-dublin-workers/,263.0,Series D,2022-07-04 16:15:08,United States,Unknown
Perx Health,Sydney,Healthcare,,,2022-07-02,https://www.smh.com.au/business/entrepreneurship/everybody-thought-they-were-the-exception-start-ups-optimism-hits-hard-reality-20220630-p5axzk.html,2.0,Seed,2022-07-04 15:24:15,Australia,Unknown
Zepto,Brisbane,Finance,,0.1,2022-07-02,https://www.smh.com.au/business/entrepreneurship/everybody-thought-they-were-the-exception-start-ups-optimism-hits-hard-reality-20220630-p5axzk.html,25.0,Series A,2022-07-04 15:22:42,Australia,Unknown
WanderJaunt,SF Bay Area,Travel,85,1.0,2022-07-01,https://shorttermrentalz.com/news/wanderjaunt-ceases-operations/#.Yr7oNfKExPA.twitter,26.0,Series B,2022-07-02 18:10:24,United States,Unknown
Canoo,Los Angeles,Transportation,58,0.06,2022-07-01,https://www.businessinsider.com/canoo-layoffs-production-goals-electric-vehicle-startup-2022-6,300.0,IPO,2022-07-01 22:22:58,United States,Unknown
Bamboo Health,Louisville,Healthcare,52,,2022-07-01,Internal memo,,Unknown,2022-07-21 19:29:36,United States,Unknown
Teleport,SF Bay Area,Infrastructure,15,0.06,2022-07-01,https://goteleport.com/blog/managing-downturn/,169.0,Series C,2022-07-02 18:09:16,United States,Unknown
Remesh,New York City,Support,,,2022-07-01,Internal memo,38.0,Series A,2022-07-06 04:25:32,United States,Unknown
Enjoy,SF Bay Area,Retail,400,0.18,2022-06-30,https://news.crunchbase.com/public/bankruptcy-enjoy-apple-ron-johnson/,310.0,IPO,2022-06-30 21:43:20,United States,Unknown
Crejo.Fun,Bengaluru,Education,170,1.0,2022-06-30,https://inc42.com/buzz/exclusive-matrix-backed-edtech-startup-crejo-fun-shuts-down/,3.0,Seed,2022-07-01 04:10:53,India,Unknown
Stash Financial,New York City,Finance,40,0.08,2022-06-30,https://www.forbes.com/sites/jeffkauflin/2022/07/28/in-fintech-2022-is-becoming-the-year-of-layoffs/?sh=70ae2b0d20f3,480.0,Unknown,2022-10-26 04:31:47,United States,Unknown
Nate,New York City,Retail,30,0.2,2022-06-30,https://www.theinformation.com/articles/coatue-backed-shopping-startup-that-exaggerated-tech-capabilities-to-potential-investors-lays-off-20-of-staff,47.0,Series A,2022-06-30 21:34:34,United States,Unknown
Snyk,Boston,Security,30,,2022-06-30,https://snyk.io/blog/announcing-organizational-updates-to-better-serve-our-customers/,849.0,Series F,2022-07-01 04:20:29,United States,Unknown
Stream,Boulder,Product,20,0.12,2022-06-30,https://twitter.com/gergelyorosz/status/1542559097878466561?s=21&t=j_BKvp6OmyhkImXKMIPJIA,58.0,Series B,2022-07-01 04:24:10,United States,Unknown
Finleap Connect,Hamburg,Finance,14,0.1,2022-06-30,https://paymentandbanking.com/open-banking-anbieter-finleap-connect-vollzieht-wechsel-an-der-management-spitze/,22.0,Series A,2022-07-01 04:27:18,Germany,Unknown
Abra,SF Bay Area,Crypto,12,0.05,2022-06-30,https://www.theblock.co/post/155209/abra-becomes-latest-crypto-firm-to-cut-jobs,106.0,Series C,2022-07-01 04:15:24,United States,Unknown
Gavelytics,Los Angeles,Legal,,1.0,2022-06-30,https://www.lawnext.com/2022/06/litigation-analytics-company-gavelytics-is-shutting-down-tomorrow.html,5.0,Seed,2022-07-06 16:43:06,United States,Unknown
Secfi,SF Bay Area,Finance,,,2022-06-30,Internal memo,7.0,Series A,2022-08-04 03:54:01,United States,Unknown
Sundae,SF Bay Area,Real Estate,,0.15,2022-06-30,https://www.realtrends.com/articles/sundae-lays-off-15-of-employees/,135.0,Series C,2022-06-30 17:01:24,United States,Unknown
Toppr,Mumbai,Education,350,,2022-06-29,https://inc42.com/buzz/after-whitehat-jr-byjus-owned-toppr-lays-off-350-employees/,112.0,Acquired,2022-06-30 02:46:03,India,Unknown
Unity,SF Bay Area,Other,200,0.04,2022-06-29,https://kotaku.com/sources-unity-laying-off-hundreds-of-staffers-1849125482,1300.0,IPO,2022-06-30 03:13:32,United States,Unknown
Niantic,SF Bay Area,Consumer,85,0.08,2022-06-29,https://www.bloomberg.com/news/articles/2022-06-29/pokemon-go-creator-niantic-cancels-four-projects-cuts-jobs#xj4y7vzkg,770.0,Series D,2022-06-29 21:56:42,United States,Unknown
AvantStay,Los Angeles,Travel,80,,2022-06-29,https://skift.com/blog/avantstay-fires-a-significant-chunk-of-its-employee-roster/,811.0,Unknown,2022-06-30 19:20:10,United States,Unknown
Qumulo,Seattle,Data,80,0.19,2022-06-29,https://www.geekwire.com/2022/seattle-startup-qumulo-lays-off-80-employees-ceo-cites-economic-conditions-and-reaching-profitability/,347.0,Series E,2022-06-30 02:47:04,United States,Unknown
Clutch,Toronto,Transportation,76,0.22,2022-06-29,https://betakit.com/clutch-cuts-staff-to-extend-runway-citing-market-conditions/,153.0,Series B,2022-06-30 02:52:24,Canada,Unknown
Parallel Wireless,Nashua,Infrastructure,60,,2022-06-29,https://www.calcalist.co.il/calcalistech/article/skbud0tc9,8.0,Unknown,2022-06-30 02:54:56,United States,Unknown
Oye Rickshaw,New Delhi,Transportation,40,0.2,2022-06-29,https://inc42.com/buzz/exclusive-matrix-partners-backed-oye-rickshaw-lays-off-40-employees/,13.0,Unknown,2022-07-01 04:25:58,India,Unknown
Rows,Berlin,Other,18,0.3,2022-06-29,https://eco.sapo.pt/2022/08/05/onda-de-despedimentos-nas-tech-chega-a-unicornio-talkdesk/,25.0,Series B,2022-08-05 19:42:13,Germany,Unknown
Baton,SF Bay Area,Transportation,16,0.25,2022-06-29,https://www.freightwaves.com/news/digital-drop-freight-platform-baton-lays-off-25-of-workforce,13.0,Series A,2022-06-30 02:51:21,United States,Unknown
Substack,SF Bay Area,Media,13,0.14,2022-06-29,https://www.nytimes.com/2022/06/29/business/media/substack-layoffs.html,82.0,Series B,2022-06-29 20:26:06,United States,Unknown
CommentSold,Huntsville,Retail,,,2022-06-29,Internal memo,,Unknown,2022-07-06 04:27:21,United States,Unknown
Degreed,SF Bay Area,Education,,0.15,2022-06-29,https://www.linkedin.com/posts/degreed_a-note-from-degreed-ceo-david-blake-transparency-activity-6947962317351395328-Xzw7/,411.0,Series D,2022-06-29 21:58:48,United States,Unknown
HomeLight,SF Bay Area,Real Estate,,0.19,2022-06-29,https://www.linkedin.com/feed/update/urn:li:activity:6947954503673409536/,743.0,Series D,2022-06-30 03:15:54,United States,Unknown
Modsy,SF Bay Area,Retail,,,2022-06-29,https://techcrunch.com/2022/06/29/modsy-shuts-down-design-services-cutting-roles-and-disrupting-orders/,72.0,Series C,2022-07-01 04:21:49,United States,Unknown
Volt Bank,Sydney,Finance,,1.0,2022-06-29,https://www.smh.com.au/business/banking-and-finance/neobank-volt-to-shut-down-return-deposits-to-customers-after-funding-struggles-20220629-p5axl1.html,90.0,Series E,2022-06-30 03:07:47,Australia,Unknown
Huobi,Beijing,Crypto,300,0.3,2022-06-28,https://www.coindesk.com/business/2022/06/28/huobi-global-could-cut-over-30-workforce-as-china-crackdown-leads-to-fall-in-revenue/,2.0,Unknown,2022-06-29 03:50:20,China,Unknown
WhiteHat Jr,Mumbai,Education,300,,2022-06-28,https://techcrunch.com/2022/06/28/byjus-unit-whitehat-jr-cuts-300-jobs/,11.0,Acquired,2022-06-29 03:42:53,India,Unknown
StockX,Detroit,Retail,120,0.08,2022-06-28,https://www.theinformation.com/briefings/stockx-cuts-8-of-its-staff,690.0,Series E,2022-06-29 03:47:36,United States,Unknown
Sidecar Health,Los Angeles,Healthcare,110,0.4,2022-06-28,Internal memo,163.0,Series C,2022-07-18 18:00:08,United States,Unknown
StockX,Detroit,Retail,80,,2022-06-28,https://www.complex.com/sneakers/stockx-layoffs-november-2022,690.0,Series E,2022-11-03 04:22:34,United States,Unknown
Vezeeta,Dubai,Healthcare,50,0.1,2022-06-28,https://techcrunch.com/2022/06/28/egyptian-healthtech-startup-vezeeta-cuts-10-of-500-person-staff/?tpcc=tcplustwitter,71.0,Series D,2022-06-29 03:26:12,United Arab Emirates,Unknown
Bright Machines,SF Bay Area,Data,30,0.08,2022-06-28,https://www.calcalist.co.il/calcalistech/article/rkkjpsuc5,250.0,Unknown,2022-06-29 03:36:51,Israel,Unknown
HealthMatch,Sydney,Healthcare,18,0.5,2022-06-28,https://www.smh.com.au/business/entrepreneurship/i-m-heartbroken-wave-of-layoffs-begins-as-start-ups-fight-for-survival-20220628-p5ax6a.html,20.0,Series B,2022-06-29 03:55:52,Australia,Unknown
Booktopia,Sydney,Retail,,,2022-06-28,https://www.smh.com.au/business/entrepreneurship/i-m-heartbroken-wave-of-layoffs-begins-as-start-ups-fight-for-survival-20220628-p5ax6a.html,23.0,Series A,2022-06-29 03:59:21,Australia,Unknown
Nova Benefits,Bengaluru,Healthcare,,0.3,2022-06-28,https://entrackr.com/2022/06/exclusive-nova-benefits-lays-off-30-of-its-workforce/,41.0,Series B,2022-06-30 03:00:03,India,Unknown
Una Brands,Singapore,Retail,,0.1,2022-06-28,https://www.smh.com.au/business/entrepreneurship/i-m-heartbroken-wave-of-layoffs-begins-as-start-ups-fight-for-survival-20220628-p5ax6a.html,55.0,Series A,2022-06-29 03:58:22,Singapore,Unknown
AppLovin,SF Bay Area,Marketing,300,0.12,2022-06-27,https://www.bizjournals.com/sanjose/news/2022/06/29/applovin-lays-off-300-workers-report.html,1600.0,IPO,2022-06-28 04:27:51,United States,Unknown
UiPath,New York City,Data,210,0.05,2022-06-27,https://www.cnbc.com/2022/06/27/uipath-to-cut-5percent-of-its-workforce-as-part-of-restructuring-plan.html,2000.0,IPO,2022-06-27 23:50:08,United States,Unknown
Udaan,Bengaluru,Retail,180,0.04,2022-06-27,https://inc42.com/buzz/exclusive-b2b-ecommerce-unicorn-udaan-lays-off-180-employees/,1500.0,Unknown,2022-06-28 04:19:44,India,Unknown
Cue,San Diego,Healthcare,170,,2022-06-27,https://www.genomeweb.com/business-news/cue-health-lay-170-people#.YrpDa-zML9t,999.0,IPO,2022-06-27 23:55:59,United States,Unknown
Banxa,Melbourne,Crypto,70,0.3,2022-06-27,https://decrypt.co/103891/australian-crypto-firm-banxa-cut-staff-30-citing-another-crypto-winter,13.0,IPO,2022-06-28 04:16:56,Australia,Unknown
SafeGraph,SF Bay Area,Data,27,0.25,2022-06-27,https://www.safegraph.com/blog/setting-up-safegraph-for-a-prosperous-future,61.0,Series B,2022-06-28 04:28:48,United States,Unknown
Amount,Chicago,Finance,,0.18,2022-06-27,https://techcrunch.com/2022/06/27/fintech-amount-which-was-valued-at-1b-last-year-lays-off-18-of-staff/,283.0,Unknown,2022-06-27 23:46:13,United States,Unknown
Postscript,SF Bay Area,Marketing,43,,2022-06-26,https://twitter.com/ringmybeller/status/1541154423065427972,106.0,Series C,2022-06-25 16:34:05,United States,Unknown
Bitpanda,Vienna,Crypto,270,0.27,2022-06-24,https://brutkasten.com/bitpanda-kuendigungen/,546.0,Series C,2022-06-24 16:27:26,Austria,Unknown
Sunday,Atlanta,Finance,90,0.23,2022-06-24,https://www.lesechos.fr/start-up/ecosysteme/la-fintech-sunday-coupe-dans-ses-effectifs-1415671,124.0,Series A,2022-06-28 04:23:32,United States,Unknown
Bestow,Dallas,Finance,41,0.14,2022-06-24,https://coverager.com/layoffs-at-bestow/,137.0,Series C,2022-06-27 23:53:17,United States,Unknown
Ethos Life,SF Bay Area,Finance,40,0.12,2022-06-24,https://www.coverager.com/ethos-lays-off-40-employees/,406.0,Series D,2022-06-26 02:39:42,United States,Unknown
Feather,New York City,Retail,,,2022-06-24,Internal memo,76.0,Unknown,2022-06-25 00:19:35,United States,Unknown
Give Legacy,Boston,Healthcare,,,2022-06-24,https://www.bizjournals.com/boston/news/2022/06/24/male-fertility-startup-legacy-layoffs.html,45.0,Series B,2022-07-20 03:35:38,United States,Unknown
Netflix,SF Bay Area,Media,300,0.03,2022-06-23,https://www.cnbc.com/2022/06/23/netflix-lays-off-300-more-employees-as-revenue-growth-continues-to-slow.html,121900.0,IPO,2022-06-23 19:35:36,United States,Unknown
Aura,Boston,Security,70,0.09,2022-06-23,https://www.bankinfosecurity.com/aura-lays-off-70-staff-after-raising-350m-over-past-year-a-19448,500.0,Series F,2022-06-25 23:05:37,United States,Unknown
Pipl,Spokane,Security,22,0.13,2022-06-23,https://en.globes.co.il/en/article-fake-profile-finder-pipl-firing-22-hiring-50-1001416113,19.0,Unknown,2022-06-23 14:59:19,United States,Unknown
Vouch,SF Bay Area,Finance,15,0.07,2022-06-23,Internal memo,159.0,Series C,2022-06-23 23:48:04,United States,Unknown
Voyage SMS,Los Angeles,Marketing,8,0.13,2022-06-23,https://dot.la/voyage-fires-staffers-downturn-continues-2657548730.html,10.0,Unknown,2022-06-30 02:58:16,United States,Unknown
Esper,Seattle,Other,,0.12,2022-06-23,https://www.geekwire.com/2022/seattle-startup-esper-cuts-12-of-staff-citing-current-economic-climate-as-tech-layoffs-continue/,10.0,Series A,2022-06-23 18:45:10,United States,Unknown
Kune,Nairobi,Food,,1.0,2022-06-23,https://www.linkedin.com/posts/robinreecht_sad-day-kune-food-closed-down-today-since-activity-6945419207807221760-p9K6/,1.0,Seed,2022-06-23 15:01:11,Kenya,Unknown
Mark43,New York City,Other,,,2022-06-23,https://www.linkedin.com/news/story/police-tech-startup-cuts-staff-5904746/,229.0,Series E,2022-06-23 17:21:35,United States,Unknown
Orchard,New York City,Real Estate,,0.1,2022-06-23,https://www.linkedin.com/posts/orchardhomes_it-is-with-a-lot-of-sadness-that-we-share-activity-6945830698826027008-_3y5/,472.0,Series D,2022-06-23 22:28:14,United States,Unknown
Ro,New York City,Healthcare,,0.18,2022-06-23,https://techcrunch.com/2022/06/23/ro-cuts-18-of-staff-despite-narrowing-focus-raising-additional-capital/,1000.0,Unknown,2022-06-23 21:53:13,United States,Unknown
StreamElements,Tel Aviv,Media,,0.2,2022-06-23,https://esportsinsider.com/2022/06/streamelements-restructures-20-percent-workforce/,111.0,Series B,2022-06-24 18:01:32,Israel,Unknown
MasterClass,SF Bay Area,Education,120,0.2,2022-06-22,https://techcrunch.com/2022/06/22/masterclass-cuts-20-of-600-person-staff-to-get-to-self-sustainability-faster/,461.0,Series E,2022-06-23 03:57:08,United States,Unknown
IronNet,Washington D.C.,Security,90,0.35000000000000003,2022-06-22,https://www.crn.com/news/security/ironnet-lays-off-35-percent-of-staff-raises-going-concern-red-flag,410.0,IPO,2022-09-17 14:34:04,United States,Unknown
Bungalow,SF Bay Area,Real Estate,70,,2022-06-22,Internal memo,171.0,Series C,2022-06-23 04:10:48,United States,Unknown
IronNet,Washington D.C.,Security,55,0.17,2022-06-22,https://ir.ironnet.com/financials/all-sec-filings##document-520-0001193125-22-180852-1,410.0,IPO,2022-06-25 00:16:32,United States,Unknown
Sprinklr,New York City,Support,50,,2022-06-22,https://www.businessinsider.com/sprinklr-layoff-marketing-department-martech-2022-7,429.0,IPO,2022-06-26 02:41:14,United States,Unknown
Superpedestrian,Boston,Transportation,35,0.07,2022-06-22,https://techcrunch.com/2022/06/22/superpedestrian-voi-among-the-latest-micromobility-layoffs/,261.0,Series C,2022-06-23 04:01:42,United States,Unknown
Voi,Stockholm,Transportation,35,0.1,2022-06-22,https://www.voiscooters.com/blog/increased-focus-on-profitability/,515.0,Series D,2022-06-23 03:58:30,United States,Unknown
Balto,St. Louis,Sales,30,,2022-06-22,https://www.bizjournals.com/stlouis/inno/stories/news/2022/06/22/software-startup-balto-lays-off-about-30-employees.html,51.0,Series B,2022-06-23 04:13:07,United States,Unknown
Ritual,Toronto,Food,23,0.16,2022-06-22,https://www.linkedin.com/feed/update/urn:li:activity:6945414597742903297/,134.0,Series C,2022-06-23 04:03:46,Canada,Unknown
Mindgeek,Luxembourg,Media,,,2022-06-22,https://variety.com/2022/digital/news/pornhub-layoffs-nonconsensual-sex-videos-1235300666/,,Unknown,2022-06-26 23:51:31,Luxembourg,Unknown
Voly,Sydney,Food,,0.5,2022-06-22,https://www.smh.com.au/business/entrepreneurship/grocery-delivery-startup-voly-slashes-operations-as-tech-sector-slumps-20220620-p5av60.html,13.0,Seed,2022-06-23 04:15:27,Australia,Unknown
Ebanx,Curitiba,Finance,340,0.2,2022-06-21,https://www.reuters.com/technology/brazils-ebanx-lays-off-20-employees-cuts-sweep-tech-sector-2022-06-21/,460.0,Series B,2022-06-22 03:39:31,Brazil,Unknown
TaskUs,Los Angeles,Support,52,0.0,2022-06-21,Internal memo,279.0,IPO,2022-06-22 03:58:25,United States,Unknown
Community,Los Angeles,Marketing,40,0.3,2022-06-21,https://www.businessinsider.com/creator-celeb-text-messaging-platform-community-has-layoffs-2022-6,40.0,Unknown,2022-06-22 03:44:30,United States,Unknown
Sourcegraph,SF Bay Area,Product,24,0.08,2022-06-21,https://newsletter.pragmaticengineer.com/p/the-scoop-15,248.0,Series D,2022-06-23 20:59:56,United States,Unknown
Frubana,Bogota,Food,,0.03,2022-06-21,https://www.bloomberglinea.com/english/ebanx-frubana-layoff-staff-as-latam-startups-feel-market-backdrop/,202.0,Series C,2022-06-22 04:07:20,Colombia,Unknown
SuperLearn,Bengaluru,Education,,1.0,2022-06-21,https://inc42.com/buzz/another-edtech-startup-bites-the-dust-bengaluru-based-superlearn-shuts-shop/,0.0,Seed,2022-06-22 03:36:06,India,Unknown
Tray.io,SF Bay Area,Data,,0.1,2022-06-21,Internal memo,109.0,Series C,2022-06-22 03:46:41,United States,Unknown
Bybit,Singapore,Crypto,600,0.3,2022-06-20,https://techcrunch.com/2022/06/20/bybit-crypto-exchange-joins-the-the-list-of-companies-cutting-staff/,,Unknown,2022-06-22 03:41:17,Singapore,Unknown
SummerBio,SF Bay Area,Healthcare,101,1.0,2022-06-20,https://www.bizjournals.com/sanfrancisco/inno/stories/news/2022/06/20/covid-testing-startup-summerbio-is-cutting-jobs.html,7.0,Unknown,2022-06-22 03:34:01,United States,Unknown
Trax,Singapore,Retail,100,0.12,2022-06-20,https://en.globes.co.il/en/article-retail-analytics-co-trax-laying-off-over-100-1001415644,1000.0,Series E,2022-06-21 03:18:53,Singapore,Unknown
Aqgromalin,Chennai,Food,80,0.3,2022-06-20,https://inc42.com/buzz/exclusive-sequoia-backed-aqgromalin-lays-off-30-workforce/,12.0,Unknown,2022-06-21 03:31:03,India,Unknown
Bonsai,Toronto,Retail,30,0.55,2022-06-20,https://betakit.com/torontos-bonsai-lays-off-staff-for-second-time-in-two-months/,27.0,Series A,2022-06-21 03:21:24,Canada,Unknown
Brighte,Sydney,Energy,30,0.15,2022-06-20,https://www.startupdaily.net/topic/fintech/renewables-fintech-brighte-powers-down-shedding-15-of-its-team/,145.0,Series C,2022-06-21 03:34:28,Australia,Unknown
Buzzer,New York City,Media,,0.2,2022-06-20,https://www.sportico.com/business/tech/2022/buzzer-layoffs-20-million-funding-1234679187/,32.0,Unknown,2022-06-22 03:43:08,United States,Unknown
Bybit,Singapore,Crypto,,,2022-06-20,https://twitter.com/WuBlockchain/status/1538807715861962752,,Unknown,2022-12-04 23:06:09,Singapore,Unknown
CityMall,Gurugram,Retail,191,0.3,2022-06-19,https://techcrunch.com/2022/06/19/indias-citymall-cuts-191-jobs-following-75-million-fundraise-in-late-march/,112.0,Series C,2022-06-19 18:38:54,India,Unknown
BitOasis,Dubai,Crypto,9,0.05,2022-06-19,https://www.reuters.com/markets/rates-bonds/middle-east-focused-crypto-firm-bitoasis-cuts-jobs-amid-sector-turmoil-2022-06-19/,30.0,Series B,2022-06-21 03:32:42,United Arab Emirates,Unknown
